1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
,Data de Referência,,,,,,,,,,,,,
,2024-11-07 00:00:00,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MERCADO SECUNDÁRIO DE DEBÊNTURES,,,,,,,,,,,,,,
Títulos Privados - DEBÊNTURES,,,IPCA + SPREAD,,,,,,,2024-11-07 00:00:00,,,,
Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo,,PU,% Pu Par,Duration,% Reune,Referência NTN-B
,,,,,,,,Min.,Máx.,,,,,
IRJS15,IGUA RIO DE JANEIRO S.A. (*),15/02/2044,"IPCA + 7,1303%",8.6189,8.1624,8.4282,0.0883,8.3399,8.5166,960.215425,89.8928,2199.93,0.5,15/05/2035
ITGT11,INTEGRACAO TRANSMISSORA DE ENERGIA S.A.,15/10/2025,"IPCA + 5,4174%",6.1022,5.6301,5.8738,0.228,5.6458,6.1018,459.514255,99.5997,234,,15/05/2025
ITPO14,ITAPOA TERMINAIS PORTUÁRIOS S/A (*),15/11/2036,"IPCA + 6,2878%",7.3395,7.0733,7.1739,0.0782,7.0957,7.2523,1309.047117,94.8749,1585.55,,15/08/2032
IVIAA0,CONC. RODOV. INTERI. PAULISTA S/A (*),15/05/2038,"IPCA + 6,8672%",7.3577,7.1932,7.2472,0.0601,7.1871,7.3074,1016.962418,97.6194,1703.79,0.05,15/05/2033
JALL11,JALLES MACHADO S.A.,15/12/2028,"IPCA + 5,5923%",7.3014,6.9414,7.1836,0.3124,6.8712,7.4961,1114.846581,94.7392,908.36,,15/08/2028
JALL13,JALLES MACHADO S.A.,15/09/2032,"IPCA + 6,4876%",7.2592,6.8373,7.0531,0.1824,6.8707,7.2356,1079.96286,97.2825,1308.06,,15/08/2030
JALL14,JALLES MACHADO S.A. (*),15/10/2030,"IPCA + 7,1163%",7.2919,6.8553,7.2193,0.4798,6.7395,7.6992,1046.737918,99.5299,1235.1,,15/08/2030
JALL15,JALLES MACHADO S.A. (*),15/05/2034,"IPCA + 6,6074%",7.2942,6.8678,7.1006,0.2185,6.882,7.3192,1014.45359,97.0797,1613.2,,15/05/2033
JALL21,JALLES MACHADO S.A.,15/12/2031,"IPCA + 5,8041%",7.2814,6.8987,7.08,0.196,6.884,7.276,1108.55147,94.1271,1266.8,,15/08/2030
JALL24,JALLES MACHADO S.A. (*),17/10/2033,"IPCA + 7,234%",7.518,7.2931,7.4976,0.4801,7.0175,7.9779,1036.076855,98.5089,1539.94,,15/08/2032
JSMLB5,SIMPAR S.A. (*),15/09/2031,"IPCA + 7,9677%",9.8963,9.3995,9.6738,0.154,9.5198,9.8279,1133.322246,92.9256,1172.3,,15/08/2030
JTEE11,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA  S/A (*) (**),15/07/2033,"IPCA + 4,5%",6.8917,6.6422,6.7485,0.1187,6.6298,6.8672,1006.211837,91.6018,1021.43,,15/05/2029
JTEE12,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA  S/A (*),15/12/2044,"IPCA + 4,8295%",7.0193,6.5443,6.789,0.1625,6.6265,6.9517,1314.382022,86.1128,1961.13,,15/05/2035
KLBNA5,KLABIN S/A (*),15/08/2039,"IPCA + 6,05%",6.783,6.5587,6.6502,0.0478,6.6024,6.6981,968.642064,94.8621,2338.53,0.4,15/08/2040
LCAMD1,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,15/09/2031,"IPCA + 6,5119%",9.128,8.5141,8.8031,0.0666,8.7365,8.8699,1085.211855,90.2023,1212.18,0.5,15/08/2030
LCAMD3,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),15/04/2029,"IPCA + 7,2101%",9.2144,8.5816,8.8655,0.1555,8.71,9.0212,1047.587973,94.31,960.91,,15/05/2029
